Class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10
Left,-0.12213740458015300,19.51145038167940,-8.49618320610687,3.5267175572519100,17.580152671755700,-9.114503816793890,23.297709923664100,-163.84732824427500,-24.519083969465600,4.259541984732830,-189.58778625954200,-18.72519083969470,-53.93893129770990,-145.4885496183210,-3.2213740458015300,-32.19083969465650,-5.427480916030530,-28.0381679389313,11.625954198473300,162.50381679389300,-24.14503816793890,1.717557251908400,172.94656488549600,26.16793893129770,-9.48091603053435,178.08396946564900,20.66412213740460,-4.99236641221374,101.93129770992400,13.435114503816800
Right,-1.1603053435114500,15.84732824427480,-9.442748091603050,-1.0458015267175600,21.931297709923700,-4.251908396946570,-0.5419847328244280,100.00763358778600,24.16030534351150,-38.82442748091600,250.12977099236600,54.267175572519100,-40.229007633587800,250.12977099236600,64.19083969465650,-17.366412213740500,62.32824427480920,8.053435114503820,23.763358778626000,-131.59541984732800,-46.01526717557250,14.977099236641200,-250.13740458015300,-74.55725190839700,21.61832061068700,-250.13740458015300,-61.31297709923660,-2.732824427480920,-116.00763358778600,-29.938931297709900
Right,-1.984732824427480,16.572519083969500,-9.50381679389313,1.7786259541984700,17.267175572519100,-6.427480916030530,-6.564885496183210,142.4885496183210,4.473282442748090,-36.16030534351150,250.12977099236600,28.793893129771000,-35.80916030534350,250.12977099236600,60.900763358778600,-26.862595419847300,141.40458015267200,25.9618320610687,20.99236641221370,-47.7557251908397,-33.7557251908397,21.282442748091600,-250.13740458015300,-81.43511450381680,14.80916030534350,-250.13740458015300,-67.43511450381680,-6.0,-29.625954198473300,-24.85496183206110
Right,1.8778625954198500,17.31297709923660,-11.19083969465650,2.2061068702290100,33.465648854961800,-5.122137404580150,-20.69465648854960,231.8854961832060,14.67175572519080,-50.038167938931300,250.12977099236600,75.0381679389313,-49.954198473282400,250.12977099236600,80.95419847328250,25.717557251908400,-42.038167938931300,-28.442748091603100,21.580152671755700,-250.13740458015300,-58.80152671755730,29.51145038167940,-250.13740458015300,-83.21374045801530,0.3282442748091600,-68.36641221374050,-27.900763358778600,-2.763358778625950,36.80916030534350,-12.83206106870230
Left,1.2061068702290100,16.419847328244300,-10.51908396946570,3.015267175572520,23.34351145038170,-8.106870229007630,-4.419847328244280,-139.08396946564900,-22.99236641221370,-30.198473282442700,-117.54198473282400,-26.404580152671800,-56.152671755725200,-86.3587786259542,-2.015267175572520,-16.282442748091600,4.870229007633590,-27.50381679389310,31.870229007633600,181.6030534351150,-17.732824427480900,-2.4198473282442700,250.12977099236600,32.14503816793890,-22.793893129771000,150.6793893129770,8.816793893129770,-2.5114503816793900,21.114503816793900,-3.648854961832060
Left,2.633587786259540,21.885496183206100,-6.290076335877860,6.412213740458020,23.84732824427480,-2.618320610687020,21.801526717557300,-105.38931297709900,-19.076335877862600,9.725190839694660,-250.13740458015300,-32.38931297709920,-50.47328244274810,-71.32824427480920,-29.297709923664100,-9.770992366412210,49.274809160305300,-21.198473282442700,14.274809160305300,244.0,2.6793893129771000,-26.610687022900800,250.12977099236600,28.38167938931300,-12.15267175572520,39.229007633587800,11.320610687022900,-4.656488549618320,-35.6412213740458,-7.480916030534350
NoMove,1.0610687022900800,9.198473282442750,-12.129770992366400,2.877862595419850,3.015267175572520,-10.022900763358800,4.312977099236640,1.4885496183206100,-17.0381679389313,2.5877862595419800,-6.816793893129770,-13.65648854961830,-1.7633587786259500,0.3511450381679390,-1.5038167938931300,-0.25190839694656500,21.51145038167940,-7.4961832061068700,1.3511450381679400,17.396946564885500,-6.625954198473280,-0.37404580152671800,18.763358778626000,-8.86259541984733,-0.9007633587786260,18.732824427480900,-8.511450381679390,-0.4961832061068700,19.51145038167940,-8.312977099236640
NoMove,-0.9389312977099240,18.229007633587800,-9.34351145038168,-3.954198473282440,28.00763358778630,-15.633587786259500,-5.435114503816790,42.61832061068700,-11.725190839694700,-5.282442748091600,15.16030534351150,9.099236641221370,-2.4732824427480900,24.129770992366400,4.854961832061070,1.381679389312980,26.541984732824400,-25.458015267175600,-2.5114503816793900,9.694656488549620,5.8396946564885500,2.8931297709923700,-7.030534351145040,-5.526717557251910,2.2900763358778600,11.007633587786300,-5.893129770992370,0.21374045801526700,17.717557251908400,-6.908396946564890
NoMove,-0.7251908396946570,16.65648854961830,-9.49618320610687,-0.7938931297709920,18.19083969465650,-8.068702290076340,-0.8854961832061070,19.00763358778630,-8.290076335877860,-1.3969465648855000,20.053435114503800,-8.763358778625960,-1.1908396946564900,19.85496183206110,-8.374045801526720,-0.916030534351145,18.931297709923700,-7.969465648854960,-1.0381679389313000,18.80916030534350,-8.435114503816790,-1.099236641221370,18.778625954198500,-8.49618320610687,-1.0610687022900800,18.389312977099200,-8.442748091603050,-1.0076335877862600,18.53435114503820,-8.664122137404580
NoMove,-0.9236641221374050,17.770992366412200,-8.618320610687020,-0.9236641221374050,18.12213740458020,-8.335877862595420,-1.0763358778626000,19.00763358778630,-8.435114503816790,-1.1221374045801500,18.748091603053400,-8.030534351145040,-0.9694656488549620,18.84732824427480,-8.335877862595420,-1.1068702290076300,19.18320610687020,-8.618320610687020,-1.2290076335877900,21.458015267175600,-8.610687022900760,-1.0458015267175600,19.84732824427480,-8.038167938931300,-1.2595419847328200,19.358778625954200,-8.351145038167940,-0.8702290076335880,18.87786259541990,-8.49618320610687
NoMove,-0.8396946564885500,17.16793893129770,-8.86259541984733,-0.8473282442748090,18.48854961832060,-8.297709923664120,-0.08396946564885500,41.30534351145040,-7.419847328244280,-2.6564885496183200,24.0,-8.351145038167940,-1.1755725190839700,18.65648854961830,-7.2748091603053400,-1.1297709923664100,17.702290076335900,-7.854961832061070,-1.1297709923664100,18.198473282442700,-8.687022900763360,-0.8015267175572520,17.38167938931300,-8.465648854961830,-0.8244274809160310,17.610687022900800,-8.229007633587790,-0.9923664122137400,17.16030534351150,-8.312977099236640
NoMove,-1.549618320610690,12.320610687022900,-8.045801526717560,2.7251908396946600,23.549618320610700,-5.99236641221374,-8.083969465648850,6.083969465648860,-10.274809160305300,-2.786259541984730,2.801526717557250,-15.404580152671800,3.877862595419850,14.854961832061100,-8.488549618320610,1.900763358778630,21.87786259541990,-7.984732824427480,-0.4351145038167940,22.580152671755700,-9.748091603053440,-1.0229007633587800,19.549618320610700,-8.86259541984733,-0.7709923664122140,19.34351145038170,-8.061068702290080,-1.2366412213740500,20.53435114503820,-8.122137404580150
NoMove,-1.5419847328244300,20.12213740458020,-8.13740458015267,-1.9694656488549600,20.137404580152700,-8.732824427480920,-1.0458015267175600,20.419847328244300,-9.053435114503820,0.32061068702290100,20.12213740458020,-7.480916030534350,-1.7938931297709900,17.068702290076300,-8.992366412213740,-1.381679389312980,17.083969465648900,-8.664122137404580,-1.0381679389313000,18.47328244274810,-8.946564885496180,-1.1984732824427500,18.435114503816800,-8.793893129770990,-0.9847328244274810,19.862595419847300,-8.183206106870230,-1.4045801526717600,19.099236641221400,-8.603053435114500
NoMove,-2.3206106870229000,17.82442748091600,-8.641221374045800,0.22137404580152700,18.65648854961830,-9.244274809160310,-0.2748091603053440,19.53435114503820,-10.007633587786300,-0.5343511450381680,17.770992366412200,-9.442748091603050,1.6030534351145000,16.587786259542000,-10.297709923664100,-3.7251908396946600,14.793893129771000,-10.236641221374000,0.20610687022900800,17.549618320610700,-7.6183206106870200,-1.0534351145038200,18.068702290076300,-8.755725190839690,-0.8320610687022900,17.82442748091600,-8.450381679389310,-1.083969465648860,17.35114503816790,-8.335877862595420
NoMove,-0.8854961832061070,20.603053435114500,-8.702290076335880,-0.7404580152671760,21.458015267175600,-6.862595419847330,-1.6641221374045800,5.183206106870230,-0.7404580152671760,-7.076335877862600,5.969465648854960,1.4427480916030500,-6.244274809160310,14.274809160305300,-0.007633587786259540,-2.549618320610690,18.80916030534350,-0.4351145038167940,-2.1374045801526700,14.145038167938900,-1.5038167938931300,-1.3969465648855000,14.717557251908400,-5.442748091603050,-1.7786259541984700,16.68702290076340,-7.091603053435110,-1.0229007633587800,19.6793893129771,-12.312977099236600
NoMove,-1.0687022900763400,18.35114503816790,-8.648854961832060,-0.21374045801526700,20.885496183206100,-7.534351145038170,-0.015267175572519100,18.85496183206110,-9.541984732824430,1.916030534351150,20.290076335877900,-8.030534351145040,-0.13740458015267200,20.0,-8.229007633587790,-1.083969465648860,17.557251908396900,-8.65648854961832,-1.0916030534351100,19.19083969465650,-7.931297709923670,-1.2900763358778600,19.068702290076300,-8.618320610687020,-1.1374045801526700,18.84732824427480,-8.65648854961832,-1.099236641221370,18.213740458015300,-8.908396946564890
Right,-1.4809160305343500,18.53435114503820,-8.282442748091600,-1.4122137404580200,22.610687022900800,-8.0,-5.67175572519084,41.725190839694700,0.5267175572519080,-38.32824427480920,193.65648854961800,23.778625954198500,-46.43511450381680,250.12977099236600,29.091603053435100,-16.65648854961830,250.12977099236600,68.26717557251910,-0.8015267175572520,99.79389312977100,9.267175572519090,13.061068702290100,-174.8320610687020,-37.587786259542000,23.862595419847300,-250.13740458015300,-67.0381679389313,46.93129770992370,-250.13740458015300,-56.603053435114500
Right,-2.564885496183210,16.66412213740460,-9.541984732824430,-0.8778625954198470,13.82442748091600,-8.98473282442748,-4.938931297709920,31.72519083969470,-4.572519083969470,-59.916030534351100,250.12977099236600,35.961832061068700,-37.23664122137400,250.12977099236600,63.25190839694660,-20.221374045801500,250.12977099236600,43.74809160305340,0.3969465648854960,-9.755725190839690,-19.00763358778630,16.549618320610700,-250.13740458015300,-65.02290076335880,36.961832061068700,-250.13740458015300,-80.42748091603050,10.106870229007600,-83.32824427480920,-31.358778625954200
Right,-1.0229007633587800,17.84732824427480,-9.068702290076340,-2.2595419847328200,23.755725190839700,-10.206106870229000,-33.76335877862600,203.74045801526700,20.236641221374000,-42.62595419847330,250.12977099236600,68.22137404580150,-39.87786259541990,250.12977099236600,57.74809160305340,-5.549618320610690,-29.358778625954200,-17.251908396946600,11.587786259542000,-250.13740458015300,-54.7557251908397,37.732824427480900,-250.13740458015300,-95.05343511450380,3.5267175572519100,-10.541984732824400,-28.50381679389310,4.404580152671760,33.12213740458020,-11.625954198473300
