
raise, -4.084508032226562, -9.045293872070312, -4.084508032226562, -9.066841687011719, -3.9432501342773434, -8.916006982421875, -3.7038299682617186, -8.99501563720703, -4.244919543457031, -9.418789331054686, -10.151415039062499, -10.12507882080078, -11.949460485839843, -13.78341895751953, -10.151415039062499, -15.083470458984374, -4.697423657226563, -13.395558288574218, -3.1651345947265623, -8.283937744140625, -0.47165772705078124, -1.9680337646484374, -2.8036101440429686, 3.9145197143554684, -4.223371728515625, 6.1076084350585935, -5.6311623046875, 5.5258174316406246, 
raise, -7.785943798828124, -0.5674257934570313, -8.56166513671875, -0.7350199096679687, -9.85692823486328, -0.82360537109375, -11.298237634277344, -1.1707646118164061, -13.596671228027343, -1.7310078002929687, -12.50730947265625, -1.7238251953125, -9.533711010742186, -1.2665326782226562, -7.6087728759765625, 0.9792284790039062, -6.792350109863281, 3.986345764160156, -4.220977526855468, 4.637568615722656, -2.195482922363281, 7.448361364746093, -2.114080065917969, 9.129090930175781, -1.924938134765625, 9.45470235595703, -1.7405846069335937, 9.583989245605467, 
raise, -4.594472985839843, -8.456320263671875, -5.078101721191406, -8.518569506835936, -8.044517578125, -9.334992272949219, -10.711658227539061, -10.905588562011719, -9.713276135253906, -11.48498536376953, -7.781155395507812, -10.266336718749999, -5.810727429199218, -8.221688500976562, -5.781997009277344, -3.0166940917968748, -3.5673604736328124, 1.0989385620117187, -3.5793314819335937, 3.890577697753906, -2.6384102294921874, 6.622361791992187, -2.6575638427734374, 8.087613208007811, -3.478775012207031, 8.2743609375, -4.331110803222656, 8.21690009765625, 
lower, -8.295908752441406, 3.1004911499023438, -7.3932947265625, 2.4875755249023435, -4.984727856445312, 1.7956512451171873, -3.6367923217773437, -0.7517793212890624, -3.6846763549804686, -3.9528269409179684, -5.815515832519531, -7.599196069335937, -11.01332763671875, -12.196063256835936, -7.0652890991210935, -12.861651318359375, -5.968744738769531, -11.985373510742187, -4.4819455078125, -10.675745202636719, -4.369418029785156, -9.952696301269532, -3.258508459472656, -9.641450085449218, -2.7533319091796873, -9.629479077148437, -2.626439221191406, -9.375693701171874, 
lower, -7.999027746582031, 3.5338416503906247, -7.6614453125, 3.2561142578125, -5.628768103027343, 2.4205378784179685, -4.168305090332031, 0.8212111694335937, -5.111620544433594, -1.2808978881835937, -5.379771130371093, -5.027823486328125, -7.864952453613281, -9.629479077148437, -7.582436657714843, -12.205640063476562, -6.337451794433593, -12.449848632812499, -4.948814831542968, -11.884817041015625, -4.302380383300781, -10.568006127929687, -3.9264907226562498, -10.232817895507813, -2.7269956909179687, -9.885658654785155, -1.6472107421875, -9.631873278808593, 
lower, -7.982268334960937, 5.2456958374023435, -7.630320690917968, 5.061342309570312, -6.849810949707031, 5.070919116210937, -4.867411975097656, 5.463568188476562, -4.352658618164062, 3.4548329956054684, -3.845087866210937, -0.6057330200195312, -5.257666845703125, -3.873818286132812, -7.189787585449218, -7.659051110839843, -7.474697583007812, -10.280701928710936, -8.226476904296874, -12.550405102539061, -6.081272216796875, -12.981361401367186, -5.116408947753906, -11.473014355468749, -3.928884924316406, -10.46984385986328, -3.3494881225585935, -9.483432775878907, 
raise, -2.9640216552734375, -9.449913952636718, -4.829104748535156, -9.80665, -8.307879760742187, -11.221623181152344, -9.241618408203124, -12.416329809570312, -8.348581188964843, -12.052411157226562, -8.305485559082031, -9.555258825683593, -4.3622354248046875, -8.542511523437499, -3.6343981201171873, -5.066130712890625, -3.782838623046875, 1.9871873779296874, -2.882618798828125, 4.8506525634765625, -4.967968444824218, 6.136338854980468, -4.76924970703125, 6.193799694824218, -6.172251879882812, 5.992686755371094, -6.598419775390624, 5.892130285644531, 
raise, -4.278438366699218, -9.188945971679686, -7.510610607910156, -9.849745629882811, -10.283096130371094, -12.157756030273436, -7.510610607910156, -14.369998364257812, -5.983109948730468, -13.462595935058593, -2.906560815429687, -10.261548315429687, -3.459621398925781, -4.972756848144531, -4.067748620605468, -0.033518823242187495, -4.656722229003906, 3.5003228271484375, -5.892130285644531, 4.704606262207031, -6.667851623535156, 5.518634826660156, -6.833051538085937, 5.717353564453124, -6.622361791992187, 5.793968017578124, -7.053318090820312, 5.7077767578125, 
raise, -2.0733786376953125, -9.90241806640625, -3.612850305175781, -9.617508068847656, -6.567295153808593, -10.405200415039062, -8.494627490234375, -12.054805358886718, -6.325480786132812, -13.646949462890625, -5.760449194335937, -11.815385192871092, -4.050989208984375, -10.05564697265625, -4.311957189941406, -7.769184387207031, -3.385401147460937, -4.754884497070313, -4.778826513671874, 1.1085153686523437, -5.353434912109375, 4.153939880371094, -5.741295581054687, 5.700594152832031, -5.741295581054687, 6.138733056640625, -6.562506750488281, 6.2201359130859375, 
raise, -2.9544448486328125, -9.390058911132812, -4.410119458007812, -9.430760339355468, -6.256048937988281, -9.674968908691406, -7.474697583007812, -12.260706701660155, -8.238447912597655, -14.81771407470703, -7.481880187988281, -13.397952490234374, -4.4196962646484375, -9.734823950195311, -4.182670300292968, -5.0182466796875, -2.636016027832031, -2.4756045166015626, -4.84586416015625, 3.4955344238281247, -4.687846850585937, 5.679046337890624, -5.102043737792968, 6.270414147949219, -5.015852478027344, 7.055712292480468, -5.202600207519531, 7.321468676757812, 
