Class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,
False, -0.37828386230468747, -9.648632690429688, -1.9225439331054686, -2.013523596191406, -10.381258398437499, -2.916137622070312, -0.2442085693359375, -9.150638745117186, -2.2385785522460937, -1.4963760375976562, -9.234435803222656, -3.5601778686523438, -2.1595698974609374, -10.539275708007812, -3.4644098022460934, 0.2059013427734375, -9.574412438964844, -3.227383837890625, -2.987963671875, -9.210493786621093, -4.034229797363281, -1.3144167114257812, -9.399635717773437, -1.695094775390625, 0.7158662963867187, -10.702081420898438, -2.6815058593749996, -3.4931402221679684, -10.134655627441406, -3.564966271972656, -0.7541735229492187, -10.225635290527343, -4.802768530273437, -1.5586252807617187, -10.261548315429687, -3.421314172363281, 0.5722141967773438, -9.758765966796874, -2.8945898071289062, -0.7206546997070312, -10.694898815917968, -3.6535517333984373, 
True, -1.9800047729492187, -9.382876306152344, -3.1962592163085937, -1.9943699829101562, -9.483432775878907, -3.6343981201171873, -1.3072341064453123, -9.567229833984374, -3.1771056030273437, -2.1715409057617188, -10.101136804199218, -2.731784094238281, -8.547299926757812, -14.113818786621094, 0.16998831787109375, -7.867346655273437, -17.566257580566404, -0.1005564697265625, -0.948103857421875, -10.709264025878905, -2.7964275390625, 0.40462008056640625, -1.0342951171875, -0.17477672119140625, -8.051700183105469, -0.6368576416015624, -2.798821740722656, -8.750807067871094, -1.3096283081054687, -1.0319009155273438, -9.277531433105468, -1.4796166259765624, -1.0917559570312498, -9.042899670410156, -1.7357962036132812, -0.6248866333007812, -9.294290844726563, -2.1595698974609374, -1.1037269653320312, -9.265560424804686, -1.8411410766601561, -1.0462661254882812, 
True, -0.49799394531249996, -9.8449572265625, -1.5825672973632812, -2.4851813232421875, -9.849745629882811, -2.5809493896484375, -4.843469958496094, -10.874463940429687, -2.3774422485351563, -10.958260998535156, -17.324443212890625, -1.6136919189453125, -3.4859576171874997, -18.717868579101562, -1.0103531005859374, 0.39743747558593745, -6.945579016113281, -3.342305517578125, -2.7174188842773437, 1.455674609375, -1.3455413330078123, -6.227318518066406, 3.3351229125976563, -1.3718775512695311, -7.089231115722656, 3.4907460205078125, -1.9009961181640624, -7.943961108398437, 2.8562825805664063, -2.437297290039062, -8.391676818847655, 2.5665841796874997, -2.5522189697265625, -8.985438830566405, 2.442085693359375, -2.6288334228515624, -8.80347950439453, 2.540247961425781, -2.7557261108398436, -8.322244970703125, 2.5737667846679684, -3.1699229980468746, 
True, -1.6256629272460936, -9.682151513671874, -2.0973206542968748, -1.1516109985351561, -9.93354268798828, -2.3032219970703123, -5.973533142089844, -10.436325036621094, -0.3280056274414062, -8.90643017578125, -16.48407843017578, 7.038952880859375, -4.405331054687499, -16.8934869140625, 1.5059528442382812, -0.1005564697265625, -8.506598498535157, -1.5466542724609373, -1.1037269653320312, -1.659181750488281, -3.488351818847656, -5.643133312988281, 0.8762778076171874, -8.149862451171874, -7.048529687499999, 1.9800047729492187, -6.179434484863281, -7.44357296142578, 1.7381904052734374, -5.88015927734375, -7.6231380859375, 1.4173673828125, -5.9400143188476555, -7.845798840332031, 1.419761584472656, -5.394136340332031, -8.192958081054687, 1.2473790649414063, -4.92247861328125, -7.9846625366210935, 1.426944189453125, -5.284003063964843, 
False, -1.5825672973632812, -9.227253198242186, -3.239354846191406, -1.1875240234375, -9.562441430664062, -2.8850130004882812, -1.946485949707031, -9.624690673828125, -3.8043864379882812, -0.1771709228515625, -9.595960253906249, -1.9967641845703124, -0.7278373046875, -9.512163195800781, -2.4492682983398435, -1.2521674682617188, -9.701305126953125, -2.6599580444335937, -1.1635820068359375, -9.502586389160156, -2.8467057739257813, -1.2378022583007813, -9.756371765136718, -2.6886884643554687, -1.0797849487304687, -9.636661682128906, -2.6001030029296874, -1.177947216796875, -9.694122521972655, -2.588131994628906, -1.1228805786132812, -9.64623848876953, -2.6671406494140624, -1.2641384765625, -9.842563024902343, -2.8275521606445313, -1.0749965454101562, -9.658209497070311, -2.7365724975585937, -1.1180921752929687, -9.64623848876953, -2.4756045166015626, 
False, -8.13310303955078, -2.9544448486328125, -4.88417138671875, -8.111555224609374, -3.0693665283203124, -4.414907861328125, -8.085219006347655, -2.9281086303710935, -4.50109912109375, -8.214505895996094, -2.9472622436523435, -4.680664245605469, -8.1594392578125, -2.9185318237304685, -4.7022120605468745, -8.195352282714843, -2.9376854370117185, -4.733336682128906, -8.147468249511718, -2.9855694702148434, -4.467580297851562, -8.14028564453125, -3.0166940917968748, -4.489128112792969, -8.169016064453125, -2.91134921875, -4.517858532714843, -8.09479581298828, -2.9472622436523435, -4.560954162597656, -8.149862451171874, -3.0023288818359375, -4.565742565917969, -8.116343627929687, -2.93050283203125, -4.505887524414062, -8.192958081054687, -2.9855694702148434, -4.572925170898437, -7.972691528320312, -2.9544448486328125, -4.632780212402343, 
False, -8.020575561523437, -2.8203695556640622, -5.183446594238281, -7.879317663574218, -2.9472622436523435, -4.649539624023437, -10.206481677246094, -3.8235400512695312, -2.8993782104492185, -4.893748193359374, -0.6751648681640625, -8.051700183105469, 1.6041151123046875, 3.2345664428710936, -9.476250170898437, 7.5153990112304685, 2.8562825805664063, -10.919953771972656, 8.67658681640625, 3.248931652832031, -6.9719152343749995, 6.6510922119140625, 2.8658593872070313, -14.123395593261717, -2.104503259277344, 1.4963760375976562, -15.026009619140623, -4.905719201660156, -3.095702746582031, 5.777208605957031, -8.422801440429687, -1.956062756347656, 2.442085693359375, -0.8259995727539062, -1.465251416015625, -9.129090930175781, 5.161898779296875, 2.2840683837890623, -14.068328955078124, 6.143521459960938, 0.8307879760742187, -11.156979736328124, 
False, -7.630320690917968, -2.7940333374023436, -6.030993981933594, -7.845798840332031, -3.9456443359374997, -6.998251452636718, -7.671022119140624, -1.4939818359375, -3.794809631347656, -7.491456994628906, -1.1516109985351561, -3.6679169433593746, -7.038952880859375, -4.378994836425781, -5.102043737792968, -7.45075556640625, -5.216965417480468, -4.209006518554688, -8.303091357421874, -1.5442600708007812, -4.347870214843749, -8.434772448730468, -1.2210428466796874, -5.327098693847656, -7.316680273437499, -4.572925170898437, -5.061342309570312, -7.9463553100585935, -5.092466931152344, -3.9049429077148434, -9.083601098632812, -1.120486376953125, -4.00310517578125, -8.233659509277343, -3.086125939941406, -5.181052392578125, -7.070077502441406, -4.970362646484375, -8.087613208007811, -6.921636999511718, -2.81558115234375, -3.6487633300781246, 
False, -8.283937744140625, -2.683900061035156, -4.709394665527343, -8.56166513671875, -2.7916391357421872, -4.434061474609375, -8.295908752441406, -2.8993782104492185, -4.551377355957031, -7.3861121215820305, -2.786850732421875, -1.1947066284179686, -7.548917834472656, -3.229778039550781, -6.8976949829101555, -9.6151138671875, -3.756502404785156, -3.0406361083984375, -8.779537487792968, -2.9544448486328125, -8.283937744140625, -5.53539423828125, 0.12210428466796874, -8.789114294433594, -6.715735656738281, -1.8842367065429686, -8.568847741699217, -8.578424548339843, -2.664746447753906, -1.5729904907226562, -8.288726147460936, -3.2920272827148436, -4.134786267089844, -9.260772021484375, -2.530671154785156, -2.6288334228515624, -7.912836486816405, -3.3399113159179685, -2.7748797241210936, -8.537723120117187, -2.032677209472656, -3.0526071166992184, 
False, 1.3718775512695311, 6.339845996093749, 6.318298181152343, -0.12689268798828124, 5.889736083984375, 6.4475850708007805, 0.373495458984375, 6.282385156249999, 6.404489440917969, 1.8195932617187498, 5.966350537109375, 6.564900952148437, 0.8020575561523438, 5.109226342773437, 7.613561279296874, 0.3854664672851562, 6.277596752929687, 5.2433016357421875, -0.4477157104492187, 5.334281298828125, 5.652710119628906, 1.9129671264648436, 5.307945080566406, 5.516240625, 1.0223241088867188, 5.331887097167969, 6.56968935546875, 1.0175357055664063, 5.925649108886718, 6.248866333007812, 1.0366893188476562, 5.951985327148437, 5.875370874023437, 1.1037269653320312, 6.732495068359374, 6.873752966308594, 0.7254431030273437, 6.495469104003906, 6.48589229736328, 0.5195417602539062, 6.469132885742187, 6.1842228881835934, 
False, -8.693346228027343, -2.4588451049804685, -5.085284326171875, -8.427589843749999, 0.5817910034179687, -5.0757075195312495, -7.417236743164062, 0.21068974609375, -5.923254907226562, -6.330269189453125, -3.4165257690429685, -3.3327287109375, -8.049305981445311, -5.149927770996094, -2.3223756103515623, -7.8912886718749995, -5.219359619140625, -0.7326257080078125, -8.863334545898438, -2.0254946044921875, -3.574543078613281, -8.820238916015624, -2.5330653564453125, -1.8507178833007811, -8.851363537597656, -2.4253262817382812, -2.5163059448242184, -9.038111267089842, -2.3965958618164063, -2.518700146484375, -8.815450512695312, -2.39420166015625, -2.4756045166015626, -8.820238916015624, -2.592920397949219, -2.6695348510742187, -8.817844714355468, -2.4301146850585935, -2.6575638427734374, -8.693346228027343, -2.4492682983398435, -2.592920397949219, 
False, -3.0645781249999997, -3.3255461059570313, -9.708487731933593, -1.0797849487304687, -3.6391865234374996, -7.2903440551757805, -1.2737152832031249, -9.064447485351561, -8.456320263671875, -0.5889736083984375, -12.34689796142578, -7.730877160644531, 1.6352397338867186, -9.260772021484375, -3.897760302734375, 2.463633508300781, -9.303867651367186, -3.69664736328125, -0.1867477294921875, -7.726088757324218, -7.137115148925781, 2.825157958984375, -9.172186560058593, -5.461173986816406, 2.1452046874999997, -9.907206469726562, -3.6727053466796873, 1.1061211669921875, -9.622296472167967, -4.7189714721679685, 1.429338391113281, -9.459490759277344, -4.335899206542969, 1.5083470458984374, -9.361328491210937, -4.2880151733398435, 1.2593500732421874, -9.433154541015625, -4.299986181640625, 1.0773907470703123, -9.452308154296874, -4.340687609863281, 
False, -9.394847314453125, -4.084508032226562, -5.410895751953125, -7.129932543945312, 2.8754361938476563, -4.474762902832031, -9.83777462158203, -1.9704279663085937, -4.905719201660156, -11.228805786132812, 0.277727392578125, -4.740519287109374, -7.242460021972656, -1.3910311645507811, -1.1420341918945311, -7.0461354858398435, 6.60799658203125, 0.44053310546874996, -9.696516723632811, -0.17238251953125, -0.9864110839843749, -8.20971749267578, -2.2673089721679687, 1.2114660400390624, -7.4794859863281244, -5.7077767578125, -0.5195417602539062, -8.82263311767578, -2.492363928222656, -0.2705447875976562, -8.947131604003905, -1.9967641845703124, -3.23696064453125, -8.951920007324219, -2.3295582153320313, -2.0925322509765625, -9.026140258789061, -2.4779987182617185, -2.7078420776367187, -8.863334545898438, -2.4396914916992185, -2.5905261962890624, 
False, -8.207323291015625, -3.6822821533203123, -6.169857678222656, -6.828263134765624, -5.415684155273437, -4.13718046875, -7.484274389648437, -6.5960255737304685, -1.5298948608398437, -7.716511950683593, -4.290409374999999, -0.258573779296875, -7.675810522460937, -5.284003063964843, -2.896984008789062, -8.386888415527343, -5.082890124511718, -5.334281298828125, -8.312668164062499, -5.118803149414062, 0.1580173095703125, -8.295908752441406, -4.764461303710937, -0.6703764648437499, -7.781155395507812, -4.259284753417968, -2.0877438476562498, -7.587225061035156, -5.444414575195312, -1.8052280517578123, -7.539341027832031, -5.547365246582031, -1.8602946899414061, -7.6231380859375, -5.341463903808593, -1.9919757812499999, -7.71890615234375, -5.374982727050781, -2.3535002319335936, -7.711723547363281, -5.279214660644531, -2.5665841796874997, 
