Class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14
False, -8.736441857910156, -0.928950244140625, -4.000710974121094, -8.702923034667968, -1.1563994018554686, -3.907337109375, -8.429984045410155, -1.120486376953125, -4.024652990722656, -8.456320263671875, -1.1276689819335937, -5.125985754394531, -8.86812294921875, -1.4508862060546874, -2.5953145996093747, -8.456320263671875, -1.2856862915039062, -2.583343591308594, -8.865728747558594, -1.0965443603515623, -3.6343981201171873, -8.674192614746094, -0.9792284790039062, -4.649539624023437, -8.501810095214843, -1.149216796875, -5.1714755859374995, -8.501810095214843, -0.7158662963867187, -4.917690209960937, -8.712499841308594, -1.5227122558593749, -4.218583325195312, -8.765172277832031, -1.2234370483398436, -3.6056677001953124, -8.542511523437499, -0.7781155395507812, -4.7189714721679685, -8.750807067871094, -0.97683427734375, -4.7955859252929685, 
False, -8.616731774902343, -0.9792284790039062, -4.00310517578125, -8.75320126953125, -1.2880804931640624, -4.824316345214844, -8.858546142578124, -1.4317325927734375, -3.5482068603515624, -8.82263311767578, -0.7015010864257812, -5.0948611328124995, -8.14028564453125, -0.8044517578125, -5.1331683593749995, -8.870517150878905, -0.7876923461914062, -4.410119458007812, -8.398859423828124, -0.7613561279296874, -3.4261025756835934, -8.281543542480469, -1.1420341918945311, -5.0014872680664055, -8.640673791503906, -1.0965443603515623, -4.280832568359375, -8.712499841308594, -1.1540052001953125, -3.775656018066406, -8.437166650390624, -1.0414777221679687, -4.572925170898437, -8.595183959960938, -0.9720458740234375, -4.6639048339843745, -8.722076647949219, -0.9552864624023437, -4.57771357421875, -8.492233288574218, -0.9313444458007812, -4.458003491210937, 
False, -8.820238916015624, -1.0366893188476562, -4.695029455566406, -8.844180932617187, -1.0654197387695312, -4.599261389160156, -8.506598498535157, -0.718260498046875, -4.223371728515625, -8.769960681152343, -1.419761584472656, -4.944026428222656, -8.825027319335938, -1.005564697265625, -4.206612316894531, -8.647856396484375, -1.1611878051757811, -4.173093493652344, -8.588001354980468, -1.235408056640625, -4.010287780761718, -8.611943371582031, -1.2785036865234374, -3.3351229125976563, -8.781931689453124, -1.2808978881835937, -3.258508459472656, -8.796296899414061, -0.9313444458007812, -3.469198205566406, -8.671798413085938, -0.9241618408203125, -3.3877953491210935, -8.74601866455078, -0.7829039428710937, -3.67749375, -8.916006982421875, -0.9169792358398436, -3.9791631591796874, -8.47786807861328, -0.8714894042968749, -3.9887399658203124, 
False, -8.690952026367187, -1.024718310546875, -4.223371728515625, -8.434772448730468, -1.1133037719726562, -4.352658618164062, -8.662221606445312, -1.1947066284179686, -3.9911341674804683, -8.307879760742187, -1.3072341064453123, -4.587290380859375, -8.645462194824217, -1.448492004394531, -4.151545678710937, -8.774749084472656, -1.158793603515625, -4.173093493652344, -8.923189587402343, -1.216254443359375, -3.9264907226562498, -8.789114294433594, -1.16837041015625, -3.5601778686523438, -9.028534460449219, -1.180341418457031, -3.0837317382812497, -8.667010009765624, -1.3623007446289062, -3.0142998901367184, -8.451531860351562, -1.0223241088867188, -3.766079211425781, -8.590395556640624, -1.1228805786132812, -3.8043864379882812, -8.86812294921875, -1.0390835205078124, -3.172317199707031, -8.932766394042968, -0.9313444458007812, -4.390965844726562, 
False, -8.875305554199219, -1.1085153686523437, -3.763685009765625, -8.966285217285156, -0.8738836059570312, -3.1866824096679687, -8.683769421386717, -0.9074024291992187, -3.840299462890625, -8.358157995605469, -1.1037269653320312, -4.639962817382812, -8.712499841308594, -1.01514150390625, -4.285620971679688, -8.643067993164061, -0.9145850341796874, -4.522646936035156, -8.808267907714843, -0.9648632690429687, -4.101267443847656, -9.081206896972656, -1.0390835205078124, -2.923320227050781, -8.875305554199219, -1.0223241088867188, -3.744531396484375, -8.583212951660157, -1.1923124267578125, -3.9504327392578125, -8.528146313476562, -1.3048399047851562, -3.584119885253906, -8.767566479492187, -1.2497732666015624, -3.42849677734375, -9.169792358398437, -0.9409212524414062, -2.6336218261718747, -8.82981572265625, -1.22583125, -4.153939880371094, 
False, -8.652644799804687, -0.8667010009765624, -4.177881896972656, -8.781931689453124, -1.158793603515625, -4.1754876953124995, -8.650250598144531, -1.0342951171875, -3.9049429077148434, -8.674192614746094, -1.1372457885742187, -3.507505432128906, -8.705317236328124, -0.9528922607421875, -3.5482068603515624, -9.30147344970703, -0.833182177734375, -3.299209887695312, -9.208099584960937, -1.2617442749023438, -2.8658593872070313, -8.123526232910155, -1.3144167114257812, -4.8698061767578125, -8.602366564941406, -1.0342951171875, -4.783614916992187, -8.683769421386717, -1.1037269653320312, -4.299986181640625, -8.805873706054687, -1.0223241088867188, -4.88417138671875, -8.78432589111328, -0.8834604125976562, -4.185064501953125, -8.8872765625, -0.9217676391601562, -3.88818349609375, -8.904035974121093, -1.4245499877929686, -3.306392492675781, 
False, -8.552088330078124, -1.1731588134765625, -4.043806604003906, -8.74601866455078, -1.3646949462890625, -3.5984850952148437, -8.398859423828124, -1.22583125, -5.130774157714844, -8.518569506835936, -1.2521674682617188, -4.012681982421875, -8.980650427246093, -0.7134720947265625, -3.854664672851562, -8.664615808105468, -1.158793603515625, -3.6463691284179687, -8.690952026367187, -1.5083470458984374, -4.11802685546875, -8.884882360839843, -1.0031704956054688, -3.3542765258789062, -8.583212951660157, -1.0989385620117187, -4.647145422363281, -8.573636145019531, -1.3958195678710936, -3.9983167724609374, -7.948749511718749, -1.7764976318359373, -4.563348364257812, -8.80347950439453, -1.0486603271484374, -4.680664245605469, -8.607154968261717, -1.4341267944335936, -3.5218706420898434, -8.726865051269531, -1.3575123413085937, -4.76924970703125, 
False, -8.88009395751953, -1.2641384765625, -3.938461730957031, -8.8872765625, -1.2928688964843749, -4.070142822265625, -8.767566479492187, -1.3455413330078123, -3.5865140869140624, -8.89924757080078, -1.4772224243164063, -3.009511486816406, -8.932766394042968, -1.0223241088867188, -2.0254946044921875, -8.8872765625, -1.1372457885742187, -5.0948611328124995, -8.693346228027343, -1.4006079711914061, -3.227383837890625, -8.74601866455078, -1.1635820068359375, -4.572925170898437, -8.678981018066406, -1.2665326782226562, -2.3415292236328122, -8.80347950439453, -1.3455413330078123, -2.9759926635742184, -8.872911352539061, -0.9457096557617187, -3.842693664550781, -8.820238916015624, -1.0295067138671874, -4.206612316894531, -8.647856396484375, -0.833182177734375, -5.576095666503906, -8.786720092773438, -1.3646949462890625, -4.027047192382812, 
False, -8.695740429687499, -1.1540052001953125, -4.034229797363281, -9.212887988281249, -0.9959878906249999, -3.9911341674804683, -8.564059338378906, -1.209071838378906, -5.0948611328124995, -8.597578161621094, -1.419761584472656, -4.584896179199219, -8.827421520996094, -1.177947216796875, -4.309562988281249, -8.767566479492187, -1.189918225097656, -4.826710546875, -8.109161022949218, -1.956062756347656, -3.4165257690429685, -8.317456567382813, -2.2170307373046874, -5.655104321289063, -8.291120349121094, -1.9991583862304687, -4.280832568359375, -8.908824377441405, -1.5682020874023437, -3.1172505615234374, -9.423577734375, -1.199495031738281, -2.0183119995117185, -8.79150849609375, -2.0733786376953125, -4.012681982421875, -8.640673791503906, -1.886630908203125, -3.0885201416015624, -8.939948999023438, -1.465251416015625, -3.3351229125976563, 
False, -8.959102612304687, -1.350329736328125, -3.323151904296875, -8.444349255371094, -1.0534487304687499, -2.91134921875, -8.93755479736328, -0.8547299926757812, -3.258508459472656, -9.076418493652342, -1.2641384765625, -2.5426421630859375, -8.916006982421875, -2.0374656127929685, -2.3032219970703123, -8.894459167480468, -1.235408056640625, -2.741360900878906, -8.923189587402343, -1.0630255371093749, -3.4572271972656248, -8.877699755859375, -1.2689268798828124, -5.05655390625, -8.762778076171875, -1.6543933471679686, -3.6367923217773437, -8.604760766601562, -1.3934253662109375, -2.952050646972656, -8.978256225585938, -1.1348515869140625, -3.0119056884765625, -8.741230261230468, -1.3359645263671873, -4.144363073730468, -8.621520178222656, -1.7022773803710936, -3.6200329101562496, -8.853757739257812, -1.1085153686523437, -3.9408559326171875, 
False, -8.992621435546875, -1.1180921752929687, -3.0550013183593747, -8.913612780761719, -1.0773907470703123, -3.2537200561523436, -8.8872765625, -1.235408056640625, -3.2034418212890623, -8.858546142578124, -1.3120225097656248, -2.6719290527343746, -9.02135185546875, -1.0869675537109373, -2.480392919921875, -8.91840118408203, -1.199495031738281, -3.2441432495117186, -8.79150849609375, -1.1468225952148436, -5.011064074707031, -8.863334545898438, -1.419761584472656, -3.5051112304687497, -9.093177905273437, -1.1061211669921875, -3.1028853515624997, -9.0021982421875, -1.1276689819335937, -3.1124621582031247, -8.729259252929687, -1.2497732666015624, -1.8818425048828125, -9.2320416015625, -1.4221557861328125, -2.5905261962890624, -8.916006982421875, -0.9648632690429687, -3.7205893798828122, -8.813056311035156, -1.254561669921875, -4.297591979980469, 
False, -8.94473740234375, -1.1707646118164061, -3.0980969482421874, -8.999804040527343, -0.9576806640625, -3.0358477050781247, -9.162609753417968, -1.3431471313476562, -3.797203833007812, -8.827421520996094, -1.2593500732421874, -2.932897033691406, -8.712499841308594, -0.9720458740234375, -2.3822306518554686, -9.02135185546875, -1.0606313354492187, -3.81156904296875, -8.619125976562499, -1.16837041015625, -4.316745593261719, -8.453926062011718, -1.5825672973632812, -4.537012145996093, -8.559270935058594, -1.4437036010742186, -4.3239281982421875, -8.451531860351562, -0.7326257080078125, -3.6008792968749996, -8.810662109374999, -1.419761584472656, -2.3678654418945313, -8.8872765625, -1.1156979736328125, -3.2824504760742186, -8.769960681152343, -1.1420341918945311, -4.723759875488281, -8.652644799804687, -1.2904746948242187, -3.1603461914062496, 
False, -8.626308581542968, -1.2425906616210938, -3.574543078613281, -8.686163623046875, -1.2976572998046874, -4.012681982421875, -8.748412866210938, -1.2737152832031249, -4.036623999023437, -9.023746057128905, -1.1372457885742187, -2.750937707519531, -8.808267907714843, -1.2330138549804688, -4.893748193359374, -8.825027319335938, -1.1180921752929687, -2.5857377929687497, -8.798691101074219, -1.4700398193359374, -4.465186096191406, -8.542511523437499, -1.7669208251953124, -3.7158009765625, -8.973467822265624, -0.6847416748046875, -3.3351229125976563, -8.449137658691406, -1.7477672119140624, -2.023100402832031, -8.88009395751953, -0.8762778076171874, -3.497928625488281, -9.062053283691405, -0.7541735229492187, -4.520252734375, -8.645462194824217, -1.2785036865234374, -4.0988732421875, -8.793902697753905, -0.9121908325195311, -4.134786267089844, 
False, -8.595183959960938, -0.9145850341796874, -3.6152445068359373, -9.100360510253905, -1.2234370483398436, -3.124433166503906, -9.126696728515624, -0.6057330200195312, -2.8730419921875, -10.460267053222656, 0.7661445312499999, -6.150704064941406, -7.893682873535155, -0.19871873779296872, -4.953603234863281, -7.6231380859375, -1.4963760375976562, -3.4524387939453125, -6.457161877441406, -4.197035510253906, -3.191470812988281, -7.654262707519531, -3.622427111816406, -3.9049429077148434, -9.466673364257812, -1.0654197387695312, -3.1004911499023438, -8.896853369140624, -2.310404602050781, -2.959233251953125, -9.734823950195311, -1.656787548828125, -4.043806604003906, -9.255983618164063, -2.1883003173828124, -4.247313745117188, -8.427589843749999, -2.940079638671875, -2.829946362304687, -8.681375219726561, -2.6910826660156246, -3.1699229980468746, 
False, -8.683769421386717, -2.1164742675781247, -3.892971899414062, -8.650250598144531, -2.080561242675781, -3.7205893798828122, -8.518569506835936, -2.418143676757812, -3.6176387084960937, -7.850587243652344, -1.9632453613281249, -1.3838485595703125, -8.585607153320312, -2.389413256835937, -3.9600095458984375, -8.67658681640625, -2.5761609863281247, -3.7110125732421873, -9.33978067626953, -2.123656872558594, -3.3542765258789062, -8.664615808105468, -1.1348515869140625, -4.364629626464843, -8.75320126953125, -3.0813375366210938, -4.072537023925781, -8.683769421386717, -2.051830822753906, -2.7557261108398436, -8.56166513671875, -3.0645781249999997, -4.493916516113281, -8.621520178222656, -1.4341267944335936, -2.925714428710937, -8.394071020507813, -3.5817256835937497, -3.871424084472656, -8.374917407226562, -2.0877438476562498, -3.3446997192382812, 
False, -8.585607153320312, -1.9297265380859374, -3.5817256835937497, -8.611943371582031, -2.061407629394531, -3.5960908935546874, -8.564059338378906, -2.43250888671875, -4.005499377441406, -8.743624462890624, -2.142810485839844, -3.3016040893554686, -8.904035974121093, -1.695094775390625, -3.1579519897460937, -8.817844714355468, -2.233790148925781, -4.151545678710937, -8.683769421386717, -2.221819140625, -2.4899697265625, -9.342174877929686, -1.8411410766601561, -4.963180041503906, -8.595183959960938, -2.042254016113281, -4.125209460449218, -9.057264880371093, -2.73896669921875, -5.030217687988281, -8.872911352539061, -2.370259643554687, -3.0334535034179684, -9.028534460449219, -1.2425906616210938, -3.7421371948242186, -8.619125976562499, -2.6216508178710938, -3.9240965209960934, -8.99501563720703, -1.8650830932617186, -3.0597897216796874, 
False, -8.712499841308594, -1.7573440185546874, -3.284844677734375, -8.872911352539061, -1.908178723144531, -2.9089550170898435, -8.729259252929687, -2.094926452636719, -2.925714428710937, -8.66940421142578, -1.4317325927734375, -4.742913488769531, -8.731653454589843, -2.4756045166015626, -3.5889082885742187, -8.798691101074219, -2.1595698974609374, -2.829946362304687, -8.769960681152343, -1.7573440185546874, -2.50912333984375, -8.722076647949219, -1.7549498168945312, -3.9145197143554684, -8.626308581542968, -1.369483349609375, -4.276044165039062, -8.872911352539061, -1.8914193115234375, -2.829946362304687, -8.635885388183594, -2.2768857788085937, -4.565742565917969, -8.892064965820312, -1.7669208251953124, -3.4907460205078125, -8.908824377441405, -1.9321207397460936, -3.337517114257812, -8.820238916015624, -2.1021090576171875, -2.5450363647460934, 
False, -8.585607153320312, -1.956062756347656, -3.4428619873046875, -8.808267907714843, -2.133233679199219, -3.4428619873046875, -8.882488159179687, -1.6041151123046875, -4.201823913574218, -8.712499841308594, -1.467645617675781, -4.1563340820312495, -8.614337573242187, -2.104503259277344, -4.091690637207031, -8.59278975830078, -2.1212626708984375, -3.7134067749023436, -8.896853369140624, -1.9752163696289062, -3.1507693847656246, -8.643067993164061, -1.8818425048828125, -3.881000891113281, -8.626308581542968, -2.0278888061523435, -4.019864587402344, -8.719682446289061, -1.4820108276367188, -5.178658190917968, -8.51617530517578, -1.5538368774414062, -4.465186096191406, -8.614337573242187, -1.8531120849609375, -3.3494881225585935, -8.544905725097657, -1.7645266235351562, -3.8857892944335934, -8.75320126953125, -1.9201497314453124, -3.469198205566406, 
False, -8.920795385742187, -1.7836802368164062, -3.3016040893554686, -8.923189587402343, -1.7932570434570312, -2.6096798095703124, -9.011775048828124, -2.0733786376953125, -2.142810485839844, -8.88009395751953, -1.7884686401367187, -4.321533996582031, -8.942343200683593, -1.8291700683593748, -3.323151904296875, -8.951920007324219, -1.7812860351562498, -2.3582886352539063, -8.827421520996094, -1.7405846069335937, -3.6176387084960937, -9.062053283691405, -1.5969325073242187, -4.007893579101562, -8.8489693359375, -1.898601916503906, -3.421314172363281, -8.808267907714843, -1.9201497314453124, -2.971204260253906, -8.872911352539061, -1.936909143066406, -1.6927005737304686, -8.724470849609375, -1.8124106567382812, -3.8283284545898435, -9.018957653808593, -1.5394716674804687, -3.5003228271484375, -8.681375219726561, -1.9632453613281249, -2.858676782226562, 
False, -8.645462194824217, -1.6400281372070311, -3.1675287963867187, -8.796296899414061, -1.7693150268554687, -2.952050646972656, -8.693346228027343, -1.7741034301757812, -3.9240965209960934, -8.762778076171875, -1.905784521484375, -2.568978381347656, -8.798691101074219, -1.7118541870117185, -4.587290380859375, -8.63109698486328, -1.5897499023437498, -2.5450363647460934, -8.793902697753905, -2.0470424194335934, -2.8658593872070313, -8.43956085205078, -1.6831237670898436, -4.395754248046875, -8.877699755859375, -1.8291700683593748, -3.9049429077148434, -8.664615808105468, -2.1404162841796874, -3.327940307617187, -8.858546142578124, -2.2098481323242187, -2.5163059448242184, -8.585607153320312, -1.6903063720703124, -3.3710359375, -8.82263311767578, -1.924938134765625, -3.4715924072265625, -8.688557824707031, -1.924938134765625, -3.4835634155273434, 
False, -8.726865051269531, -1.9105729248046874, -3.555389465332031, -8.67658681640625, -1.9608511596679685, -3.564966271972656, -8.611943371582031, -1.9895815795898437, -3.706224169921875, -8.63109698486328, -2.1356278808593747, -3.787627026367187, -8.853757739257812, -1.9488801513671874, -3.8283284545898435, -8.724470849609375, -1.9704279663085937, -3.6535517333984373, -8.664615808105468, -1.7238251953125, -3.603273498535156, -8.767566479492187, -1.956062756347656, -3.545812658691406, -8.611943371582031, -1.89620771484375, -3.5793314819335937, -8.80347950439453, -1.9512743530273435, -3.5673604736328124, -8.633491186523438, -1.9847931762695312, -3.4835634155273434, -8.678981018066406, -2.059013427734375, -3.6152445068359373, -8.655039001464843, -1.889025109863281, -3.5673604736328124, -8.719682446289061, -1.9800047729492187, -3.706224169921875, 
False, -8.664615808105468, -1.8602946899414061, -3.564966271972656, -8.611943371582031, -1.9201497314453124, -3.5506010620117183, -8.640673791503906, -1.9129671264648436, -3.593696691894531, -8.719682446289061, -1.9584569580078124, -3.782838623046875, -8.757989672851561, -1.9488801513671874, -3.5434184570312497, -8.662221606445312, -1.9656395629882812, -3.5721488769531247, -8.88009395751953, -1.9919757812499999, -3.603273498535156, -8.726865051269531, -1.9488801513671874, -3.5769372802734374, -8.846575134277343, -1.944091748046875, -3.651157531738281, -8.674192614746094, -1.944091748046875, -3.5314474487304683, -8.602366564941406, -1.889025109863281, -3.6918589599609373, -8.710105639648438, -1.9895815795898437, -3.641580725097656, -8.856151940917968, -1.924938134765625, -3.749319799804687, -8.671798413085938, -1.886630908203125, -3.6750995483398436, 
False, -8.722076647949219, -1.867477294921875, -3.708618371582031, -8.693346228027343, -1.9536685546875, -3.6559459350585937, -8.662221606445312, -2.0925322509765625, -3.5673604736328124, -8.777143286132812, -1.8626888916015625, -3.670311145019531, -8.652644799804687, -1.9776105712890624, -3.5865140869140624, -8.710105639648438, -1.8818425048828125, -3.8187516479492185, -8.743624462890624, -1.9823989746093749, -3.5984850952148437, -8.698134631347656, -1.9680337646484374, -3.5529952636718747, -8.597578161621094, -2.0159177978515626, -3.5290532470703124, -8.616731774902343, -2.0446482177734375, -3.5146880371093747, -8.743624462890624, -2.04943662109375, -3.5314474487304683, -8.86812294921875, -1.9009961181640624, -3.6176387084960937, -8.70771143798828, -1.8555062866210936, -3.6655227416992187, -8.750807067871094, -1.9608511596679685, -3.478775012207031, 
False, -8.8872765625, -1.956062756347656, -3.725377783203125, -8.726865051269531, -1.9321207397460936, -3.5673604736328124, -8.698134631347656, -1.9105729248046874, -3.641580725097656, -8.839392529296875, -1.8531120849609375, -3.6391865234374996, -8.585607153320312, -1.956062756347656, -3.5673604736328124, -8.700528833007812, -1.917755529785156, -3.5601778686523438, -8.882488159179687, -1.927332336425781, -3.5673604736328124, -8.722076647949219, -1.9584569580078124, -3.5984850952148437, -8.772354882812499, -1.9512743530273435, -3.5386300537109374, -8.70771143798828, -1.905784521484375, -3.687070556640625, -8.633491186523438, -1.946485949707031, -3.782838623046875, -8.602366564941406, -1.927332336425781, -3.5721488769531247, -8.643067993164061, -1.8818425048828125, -3.6583401367187496, -8.604760766601562, -1.8626888916015625, -3.6559459350585937, 
False, -8.86812294921875, -2.061407629394531, -3.5290532470703124, -8.70771143798828, -1.9871873779296874, -3.7397429931640622, -8.372523205566406, -1.7166425903320313, -3.6822821533203123, -9.282319836425781, -1.9201497314453124, -3.1962592163085937, -8.698134631347656, -1.8267758666992187, -3.2561142578125, -8.89924757080078, -1.3862427612304686, -4.639962817382812, -8.360552197265624, -1.7214309936523438, -4.321533996582031, -8.647856396484375, -1.848323681640625, -4.031835595703125, -8.724470849609375, -1.8100164550781248, -4.225765930175781, -8.604760766601562, -1.8650830932617186, -4.189852905273438, -8.59278975830078, -1.9488801513671874, -4.089296435546875, -8.710105639648438, -1.697488977050781, -4.146757275390625, -8.604760766601562, -1.7621324218749999, -4.177881896972656, -8.55448253173828, -1.7286135986328124, -4.271255761718749, 
False, -8.626308581542968, -1.7190367919921874, -4.216189123535156, -8.815450512695312, -1.7884686401367187, -4.125209460449218, -8.688557824707031, -1.8195932617187498, -3.7804444213867185, -8.695740429687499, -1.8435352783203125, -4.486733911132812, -8.913612780761719, -1.8555062866210936, -3.7708676147460936, -8.939948999023438, -2.090138049316406, -2.8012159423828122, -8.89924757080078, -1.8602946899414061, -3.8139632446289062, -8.834604125976561, -1.93451494140625, -3.1603461914062496, -8.813056311035156, -1.9225439331054686, -3.239354846191406, -8.736441857910156, -1.956062756347656, -3.0693665283203124, -8.834604125976561, -1.9919757812499999, -3.2154128295898436, -8.808267907714843, -1.8914193115234375, -3.265691064453125, -8.95670841064453, -1.9800047729492187, -3.294421484375, -8.851363537597656, -2.020706201171875, -3.1699229980468746, 
False, -8.923189587402343, -1.7022773803710936, -2.8371289672851563, -9.153032946777342, -1.4724340209960938, -2.3391350219726563, -9.176974963378905, -1.2497732666015624, -2.0446482177734375, -8.700528833007812, -1.5682020874023437, -2.844311572265625, -8.992621435546875, -1.0175357055664063, -4.582501977539062, -8.961496813964843, -2.7461493041992187, -2.114080065917969, -8.135497241210937, -2.612074011230469, -1.5203180541992187, -8.226476904296874, -3.9240965209960934, -2.1356278808593747, -8.8489693359375, -2.454056701660156, -2.1499930908203124, -8.920795385742187, -2.3535002319335936, -3.1268273681640624, -8.808267907714843, -2.375048046875, -2.8754361938476563, -8.726865051269531, -2.221819140625, -3.210624426269531, -8.710105639648438, -2.5234885498046875, -3.1771056030273437, -8.865728747558594, -2.389413256835937, -3.3638533325195312, 
False, -8.741230261230468, -2.4205378784179685, -3.071760729980469, -8.686163623046875, -2.4205378784179685, -3.1699229980468746, -8.688557824707031, -2.384624853515625, -3.1124621582031247, -8.686163623046875, -2.5330653564453125, -3.265691064453125, -8.858546142578124, -2.518700146484375, -3.258508459472656, -8.88009395751953, -2.327164013671875, -3.2824504760742186, -8.863334545898438, -2.6096798095703124, -3.7900212280273435, -9.90241806640625, -3.399766357421875, -3.009511486816406, -8.75320126953125, -2.408566870117187, -3.1364041748046874, -8.971073620605468, -2.221819140625, -2.1021090576171875, -8.238447912597655, -3.801992236328125, -2.8610709838867185, -8.611943371582031, -2.5426421630859375, -3.0741549316406247, -8.820238916015624, -2.080561242675781, -2.748543505859375, -9.143456140136719, -1.5394716674804687, -2.9831752685546875, 
False, -8.789114294433594, -1.8459294799804686, -3.3327287109375, -9.02135185546875, -1.8818425048828125, -3.308786694335937, -8.789114294433594, -2.0566192260742184, -3.0909143432617188, -8.75320126953125, -2.0159177978515626, -2.920926025390625, -8.820238916015624, -1.898601916503906, -3.411737365722656, -8.492233288574218, -1.6017209106445311, -2.540247961425781, -8.757989672851561, -2.2266075439453124, -3.4452561889648434, -8.734047656249999, -1.6017209106445311, -3.3710359375, -8.626308581542968, -1.426944189453125, -3.912125512695312, -8.702923034667968, -1.3335703247070312, -4.000710974121094, -8.619125976562499, -1.2761094848632812, -5.2456958374023435, -8.695740429687499, -1.4987702392578124, -3.873818286132812, -8.710105639648438, -1.426944189453125, -3.679887951660156, -8.750807067871094, -1.4413093994140624, -3.9719805541992184, 
False, -8.695740429687499, -1.3407529296874998, -3.9695863525390624, -8.664615808105468, -1.4891934326171874, -3.9169139160156248, -9.176974963378905, -1.6615759521484375, -3.2441432495117186, -9.888052856445311, -1.7621324218749999, -3.3973721557617185, -8.743624462890624, -1.908178723144531, -3.189076611328125, -8.93755479736328, -2.0566192260742184, -3.1316157714843746, -8.959102612304687, -2.118868469238281, -2.7916391357421872, -8.757989672851561, -1.8435352783203125, -2.7341782958984373, -9.289502441406249, -2.250549560546875, -2.6336218261718747, -9.409212524414063, -2.3965958618164063, -3.327940307617187, -8.9255837890625, -2.0446482177734375, -2.47081611328125, -8.980650427246093, -2.0470424194335934, -2.4875755249023435, -8.75320126953125, -2.094926452636719, -2.722207287597656, -8.774749084472656, -2.0542250244140625, -2.5809493896484375, 
False, -8.9255837890625, -2.003946789550781, -2.5450363647460934, -8.990227233886719, -2.1116858642578125, -2.147598889160156, -8.63827958984375, -1.944091748046875, -2.0757728393554684, -8.820238916015624, -2.0374656127929685, -4.386177441406249, -8.836998327636719, -2.0877438476562498, -1.6927005737304686, -8.765172277832031, -1.927332336425781, -3.0310593017578125, -8.798691101074219, -2.0159177978515626, -3.725377783203125, -8.832209924316405, -1.707065783691406, -3.1220389648437497, -8.583212951660157, -1.66636435546875, -3.4811692138671875, -8.748412866210938, -1.7669208251953124, -3.323151904296875, -8.851363537597656, -1.7860744384765623, -3.3159692993164063, -8.798691101074219, -1.7334020019531249, -3.4428619873046875, -8.731653454589843, -1.7812860351562498, -3.4931402221679684, -8.78432589111328, -1.7621324218749999, -3.4356793823242184, 
False, -8.607154968261717, -1.8818425048828125, -3.0166940917968748, -8.86094034423828, -1.9991583862304687, -2.626439221191406, -8.700528833007812, -2.5713725830078125, -3.2561142578125, -9.181763366699219, -1.8411410766601561, -2.7557261108398436, -9.313444458007812, -2.1547814941406247, -2.4205378784179685, -8.834604125976561, -2.2768857788085937, -2.094926452636719, -9.035717065429687, -2.212242333984375, -2.3774422485351563, -8.947131604003905, -2.2577321655273437, -2.224213342285156, -9.009380847167968, -1.9393033447265624, -2.568978381347656, -8.999804040527343, -1.4700398193359374, -2.379836450195312, -8.813056311035156, -1.8818425048828125, -2.454056701660156, -8.892064965820312, -1.8818425048828125, -2.9185318237304685, -8.75320126953125, -1.8602946899414061, -2.7150246826171873, -9.03332286376953, -1.8650830932617186, -3.057395520019531, 
False, -8.82263311767578, -1.7980454467773437, -3.172317199707031, -8.875305554199219, -1.6352397338867186, -3.284844677734375, -8.640673791503906, -1.4867992309570313, -2.8371289672851563, -8.56166513671875, -2.1835119140624997, -2.8036101440429686, -9.888052856445311, -1.5586252807617187, -3.366247534179687, -10.012551342773437, -1.5634136840820312, -2.7748797241210936, -9.483432775878907, -1.0534487304687499, -1.3958195678710936, -6.349422802734375, -7.510610607910156, -6.8569935546875, -8.927977990722656, -1.659181750488281, -2.5522189697265625, -8.839392529296875, -2.722207287597656, -2.123656872558594, -8.947131604003905, -2.492363928222656, -2.3223756103515623, -8.858546142578124, -2.3247698120117186, -2.7724855224609373, -9.030928662109375, -2.2960393920898436, -2.7581203125, -9.476250170898437, -2.5234885498046875, -2.626439221191406, 
False, -8.865728747558594, -2.1787235107421874, -2.9544448486328125, -8.609549169921875, -2.0302830078125, -2.952050646972656, -8.913612780761719, -2.2673089721679687, -2.7341782958984373, -8.793902697753905, -2.3415292236328122, -2.999934680175781, -8.86812294921875, -2.683900061035156, -2.5067291381835934, -8.9255837890625, -2.138022082519531, -2.839523168945312, -9.023746057128905, -2.04943662109375, -2.8850130004882812, -8.734047656249999, -2.3367408203125, -2.5617957763671875, -8.817844714355468, -2.099714855957031, -2.6479870361328124, -8.951920007324219, -2.1547814941406247, -2.703053674316406, -8.547299926757812, -2.262520568847656, -2.750937707519531, -8.927977990722656, -2.1978771240234374, -2.89219560546875, -8.947131604003905, -2.099714855957031, -2.6431986328124997, -8.748412866210938, -2.085349645996094, -2.6240450195312497, 
