Class,x1,y1,z1,a1,b1,c1,x2,y2,z2,a2,b2,c2,x3,y3,z3,a3,b3,c3,x4,y4,z4,a4,b4,c4,x5,y5,z5,a5,b5,c5,x6,y6,z6,a6,b6,c6,x7,y7,z7,a7,b7,c7,x8,y8,z8,a8,b8,c8,x9,y9,z9,a9,b9,c9,x10,y10,z10,a10,b10,c10,x11,y11,z11,a11,b11,c11,x12,y12,z12,a12,b12,c12,x13,y13,z13,a13,b13,c13,x14,y14,z14,a14,b14,c14
TRUE,-0.8643067993164060,-9.679757312011720,-3.1699229980468700,-1.4885496183206100,18.366412213740500,-7.404580152671760,-0.7996633544921880,-9.763554370117190,-3.1268273681640600,-0.2824427480916030,16.129770992366400,-8.618320610687020,-0.8283937744140630,-9.945513696289060,-2.882618798828130,-1.1221374045801500,18.82442748091600,-6.862595419847330,-1.1061211669921900,-9.512163195800780,-2.7557261108398400,-0.17557251908396900,17.778625954198500,-5.198473282442750,-0.7038952880859380,-9.79946739501953,-3.347093920898440,5.625954198473280,16.27480916030530,-9.488549618320610,-1.3862427612304700,-9.976638317871090,-3.1172505615234400,5.603053435114500,-3.946564885496180,-5.122137404580150,-6.062118603515630,-14.51125626220700,-5.935225915527340,-10.374045801526700,-10.022900763358800,56.64885496183210,-10.249577307128900,-18.294094885253900,-8.14028564453125,-113.94656488549600,-7.717557251908400,191.54198473282400,-2.5043349365234400,-14.391546179199200,-3.1459809814453100,-217.98473282442700,58.19847328244280,246.67175572519100,0.05027823486328130,-3.6056677001953100,-2.7054478759765600,-228.12213740458000,-43.045801526717600,132.3969465648860,-0.7230489013671880,5.916072302246090,1.47482822265625,-51.847328244274800,1.0458015267175600,6.9541984732824400,-5.166687182617190,5.868188269042970,-0.9433154541015630,-6.0534351145038200,-17.16030534351150,-23.17557251908400,-6.919242797851560,5.444414575195310,-1.5873557006835900,4.221374045801530,14.893129770992400,-20.450381679389300,-7.570465649414060,5.0948611328125000,-2.9281086303710900,5.076335877862600,24.442748091603100,-12.725190839694700
FALSE,-8.894459167480470,-1.1156979736328100,-3.2824504760742200,-1.1450381679389300,18.18320610687020,-8.618320610687020,-8.920795385742190,-1.3239935180664100,-3.2537200561523400,-1.984732824427480,18.61832061068700,-7.374045801526720,-9.03332286376953,-1.35990654296875,-3.447650390625,-2.3893129770992400,16.34351145038170,-7.358778625954200,-8.86812294921875,-1.1013327636718700,-3.0406361083984400,-9.465648854961830,31.595419847328200,-5.396946564885500,-9.18655177001953,-1.24498486328125,-5.853823059082030,13.633587786259500,-34.732824427480900,-12.877862595419800,-7.864952453613280,-0.3687070556640630,-0.469263525390625,-16.374045801526700,73.45801526717560,-20.984732824427500,-9.270348828125,-0.9624690673828130,-6.87614716796875,34.282442748091600,-38.50381679389310,-15.82442748091600,-7.788338000488280,-1.6927005737304700,-1.4101847778320300,-24.27480916030530,96.52671755725190,0.37404580152671800,-7.769184387207030,-1.3072341064453100,0.0430956298828125,9.694656488549620,22.17557251908400,-8.778625954198470,-5.6191912963867200,-0.5530605834960940,5.820304235839840,-19.50381679389310,128.51908396946600,-27.84732824427480,-10.295067138671900,-0.9552864624023440,-7.3861121215820300,9.49618320610687,-75.21374045801530,-21.450381679389300,-7.9463553100585900,-1.4030021728515600,-0.19871873779296900,-13.17557251908400,122.37404580152700,-6.641221374045800,-8.700528833007810,-1.838746875,0.7517793212890620,7.511450381679390,-35.99236641221370,-6.038167938931300,-9.775525378417970,-1.0654197387695300,-4.254496350097660,-10.770992366412200,-91.79389312977100,-7.519083969465650
FALSE,-8.942343200683590,-1.2018892333984400,-3.4931402221679700,0.2595419847328240,16.68702290076340,-6.061068702290080,-9.900023864746090,-0.8978256225585940,-2.636016027832030,-6.351145038167940,28.82442748091600,-11.65648854961830,-9.131485131835940,-0.7445967163085940,-2.1978771240234400,-5.702290076335880,16.236641221374000,-9.50381679389313,-9.176974963378910,-1.599326708984380,-6.809109521484370,8.450381679389310,1.633587786259540,-3.5801526717557300,-7.551312036132810,-0.5865794067382810,0.4333505004882810,-12.717557251908400,77.86259541984730,-4.122137404580150,-8.827421520996090,-2.1883003173828100,-0.5985504150390630,-0.7175572519083970,-70.81679389312980,-11.0,-9.753977563476560,0.33039982910156200,-10.977414611816400,13.114503816793900,-15.48091603053440,9.49618320610687,-6.2392895263671900,-0.6057330200195310,8.508992700195310,-11.938931297709900,135.55725190839700,-18.076335877862600,-10.893617553710900,0.8714894042968750,-6.028599780273440,-35.9236641221374,-109.80152671755700,-40.18320610687020,-7.445967163085940,-2.166752502441410,-6.6510922119140600,21.068702290076300,100.6793893129770,9.366412213740460,-8.145074047851560,-1.8650830932617200,5.911283898925780,-2.5572519083969500,-26.00763358778630,-14.595419847328200,-9.425971936035160,0.37828386230468700,-17.391480859375000,25.580152671755700,-100.79389312977100,-20.213740458015300,-5.899312890625,-1.6232687255859400,2.29843359375,9.83206106870229,250.12977099236600,-7.549618320610690,-9.366116894531250,-1.8435352783203100,-2.6575638427734400,-21.31297709923660,-150.0,-10.13740458015270
FALSE,4.728548278808590,-8.305485559082030,-4.7022120605468700,-0.6870229007633590,15.053435114503800,-10.122137404580200,4.805162731933590,-8.422801440429690,-4.302380383300780,-6.763358778625950,34.41984732824430,-9.580152671755730,4.9823336547851600,-8.518569506835940,-5.8083332275390600,-10.206106870229000,52.85496183206110,-4.595419847328250,5.2433016357421900,-8.10197841796875,-5.805939025878910,31.87786259541990,-165.55725190839700,-11.13740458015270,2.7940333374023400,-8.212111694335940,-10.058041174316400,-7.129770992366410,25.801526717557300,-7.7251908396946600,6.277596752929690,-7.905653881835940,2.8323405639648400,-23.16793893129770,125.0381679389310,-19.870229007633600,3.9911341674804700,-8.341398583984380,-4.297591979980470,2.7099236641221400,-64.6793893129771,-8.267175572519090,4.046200805664060,-8.188169677734370,-5.762843395996090,-28.068702290076300,46.98473282442750,-0.3053435114503820,4.6255976074218700,-8.118737829589840,-10.225635290527300,27.46564885496180,-135.06106870229000,4.801526717557250,5.434837768554690,-7.563283044433590,4.726154077148440,-33.465648854961800,146.36641221374000,-37.267175572519100,3.038241906738280,-8.84178673095703,-12.564770312500000,56.17557251908400,-250.13740458015300,8.961832061068700,6.086060620117190,-8.36294639892578,-1.2808978881835900,-37.091603053435100,219.15267175572500,-19.84732824427480,3.921702319335940,-8.243236315917970,-3.3399113159179700,-7.877862595419850,37.770992366412200,-4.480916030534350,3.3782185424804700,-8.623914379882810,-8.48505068359375,32.229007633587800,-134.7175572519080,3.900763358778630
FALSE,-1.8842367065429700,-5.240907434082030,-7.697358337402340,-37.56488549618320,-123.45038167938900,-48.36641221374050,-3.687070556640630,-4.853046765136720,-6.76122548828125,5.290076335877860,-81.06870229007630,-47.06106870229010,-3.1411925781250000,-5.0182466796875,-12.466608044433600,15.312977099236600,30.99236641221370,14.541984732824400,-2.3223756103515600,-5.430049365234380,2.9376854370117200,-11.312977099236600,130.55725190839700,0.6412213740458020,-5.499481213378910,-5.164292980957030,-7.68059892578125,-2.381679389312980,-116.44274809160300,-18.236641221374000,-7.244854223632810,-4.783614916992190,-14.214375256347700,-2.5343511450381700,-54.29770992366410,-20.793893129771000,-5.609614489746090,-4.551377355957030,-13.409923498535200,-0.9770992366412210,-31.435114503816800,-20.900763358778600,-3.248931652832030,-5.360617517089840,-8.726865051269530,4.152671755725190,44.98473282442750,0.20610687022900800,-3.5338416503906200,-5.209782812500000,-7.501033801269530,0.9923664122137400,74.7557251908397,5.938931297709920,-3.7158009765625,-4.970362646484380,-5.542576843261720,-4.068702290076340,64.95419847328250,-1.0458015267175600,-4.00310517578125,-5.185840795898440,-6.892906579589840,1.7404580152671800,66.99236641221370,9.549618320610690,-4.7764323120117200,-4.759672900390620,-7.105990527343750,-6.213740458015270,10.625954198473300,-13.893129770992400,-4.094084838867190,-5.023035083007810,-10.539275708007800,4.404580152671760,-23.595419847328200,-10.412213740458000,-4.386177441406250,-4.809951135253910,-6.354211206054690,-6.824427480916030,73.37404580152670,-6.152671755725190
FALSE,-3.725377783203130,-4.608838195800780,-8.935160595703120,-2.2748091603053400,16.297709923664100,-12.755725190839700,-3.6200329101562500,-4.963180041503910,-8.506598498535160,-2.4198473282442700,18.412213740458000,-6.458015267175570,-4.007893579101560,-4.6255976074218700,-9.689334118652340,3.0839694656488500,-11.366412213740500,-6.297709923664120,-5.410895751953130,-4.630386010742190,-5.427655163574220,-9.458015267175570,-82.03053435114500,-39.0,-3.3494881225585900,-5.343858105468750,-6.60799658203125,0.06870229007633590,171.15267175572500,22.47328244274810,-5.600037683105470,-4.707000463867190,-6.059724401855470,-6.442748091603050,-81.77862595419850,-26.19083969465650,-2.463633508300780,-5.216965417480470,-11.774683764648400,7.885496183206110,103.76335877862600,15.725190839694700,-3.967192150878910,-4.496310717773440,0.44053310546875000,-7.0534351145038200,68.05343511450380,-14.106870229007600,-5.68862314453125,-4.510675927734380,-16.86715069580080,1.083969465648860,-141.48091603053400,-25.3206106870229,-3.0621839233398400,-5.42047255859375,-5.2624552490234400,-3.7786259541984700,200.72519083969500,16.198473282442700,-4.192247106933590,-5.042188696289060,-4.5968671875,-2.9923664122137400,-85.54961832061070,-27.114503816793900,-5.422866760253910,-4.73094248046875,-16.412252380371100,-0.5954198473282440,-38.93893129770990,-9.717557251908400,-3.1124621582031200,-4.994304663085940,-2.195482922363280,-6.755725190839690,161.78625954198500,6.229007633587790,-4.963180041503910,-4.726154077148440,-7.733271362304690,-3.7480916030534400,-90.92366412213740,-24.52671755725190
FALSE,-8.042123376464840,-2.4756045166015600,-4.639962817382810,-3.5114503816793900,18.366412213740500,-4.801526717557250,-8.042123376464840,-2.3965958618164100,-5.154716174316410,-1.4732824427480900,16.923664122137400,-5.015267175572520,-8.257601525878910,-2.360682836914060,-4.932055419921880,-1.5267175572519100,17.419847328244300,-6.450381679389310,-8.010998754882810,-2.4013842651367200,-5.111620544433590,-2.068702290076340,18.931297709923700,-7.809160305343510,-8.118737829589840,-2.3295582153320300,-4.924872814941410,-0.03816793893129770,18.404580152671800,-6.5038167938931300,-8.145074047851560,-2.288856787109380,-5.1714755859375000,-2.0,19.022900763358800,-7.419847328244280,-8.12113203125,-2.272097375488280,-5.011064074707030,-1.7938931297709900,18.671755725190800,-7.709923664122140,-8.092401611328130,-2.152387292480470,-5.090072729492190,-1.6488549618320600,18.633587786259500,-7.809160305343510,-8.147468249511720,-2.250549560546880,-5.149927770996090,-1.4961832061068700,18.427480916030500,-8.030534351145040,-8.037334973144530,-2.2864625854492200,-4.951209033203130,-1.3358778625954200,18.389312977099200,-7.580152671755730,-8.039729174804690,-2.319981408691410,-5.061342309570310,-0.6641221374045800,17.916030534351100,-8.801526717557250,-8.2743609375,-2.384624853515630,-5.305550878906250,1.4274809160305300,17.106870229007600,-11.297709923664100,-8.226476904296870,-2.473210314941410,-4.912901806640630,1.450381679389310,15.992366412213700,-12.595419847328200,-7.790732202148440,-2.29843359375,-4.604049792480470,-0.16030534351145000,15.84732824427480,-7.694656488549620
FALSE,-8.621520178222660,-2.408566870117190,-3.4835634155273400,-1.8702290076335900,15.335877862595400,-7.99236641221374,-8.513781103515620,-2.3223756103515600,-4.039018200683590,-1.0381679389313000,17.541984732824400,-6.67175572519084,-8.269572534179690,-2.0829554443359400,-3.27526787109375,-16.290076335877900,-15.969465648855000,10.610687022900800,-8.729259252929690,-1.6160861206054700,-3.9240965209960900,8.786259541984730,63.61068702290080,-19.53435114503820,-8.633491186523440,-2.442085693359380,-4.668693237304690,-10.053435114503800,-46.10687022900760,-4.435114503816790,-8.863334545898440,-0.8571241943359380,-0.9792284790039060,-9.297709923664120,92.27480916030530,-21.045801526717600,-8.698134631347660,-2.185906115722660,-6.964732629394530,1.8625954198473300,-33.80152671755730,-6.1603053435114500,-8.559270935058590,-2.269703173828130,0.46208092041015600,-10.274809160305300,42.61832061068700,-17.297709923664100,-8.540117321777340,-2.3343466186523400,-6.1842228881835900,4.0,44.44274809160310,-9.603053435114500,-8.698134631347660,-3.2154128295898400,-4.800374328613280,-4.717557251908400,-88.69465648854960,5.595419847328250,-8.66940421142578,-0.9002198242187500,-0.3016694091796880,-22.557251908396900,122.31297709923700,-16.862595419847300,-7.941566906738280,-2.1715409057617200,-9.196128576660160,20.893129770992400,17.732824427480900,-4.206106870229010,-8.13310303955078,-3.1651345947265600,-0.737414111328125,-11.206106870229000,-43.770992366412200,6.9465648854961800,-9.576806640625,-2.2170307373046900,-7.024587670898440,5.66412213740458,52.282442748091600,-13.389312977099200
FALSE,-8.47786807861328,-1.7621324218750000,-4.73094248046875,-2.7099236641221400,19.114503816793900,-8.259541984732820,-9.279925634765620,-2.4851813232421900,-4.8123453369140600,-0.6870229007633590,17.19083969465650,-6.923664122137410,-8.722076647949220,-1.66636435546875,-4.5585599609375,-2.564885496183210,17.328244274809200,-11.213740458015300,-8.449137658691410,-1.4915876342773400,-5.111620544433590,-0.7404580152671760,21.83969465648860,-19.053435114503800,-8.339004382324220,-1.5107412475585900,-5.343858105468750,5.183206106870230,37.43511450381680,-15.389312977099200,-7.9655089233398400,-3.687070556640630,-5.549759448242190,19.435114503816800,21.53435114503820,-17.00763358778630,-8.200140686035160,-3.5529952636718700,-4.6998178588867200,-12.83969465648860,-8.251908396946570,4.572519083969470,-8.623914379882810,-1.5945383056640600,-3.430890979003910,-8.893129770992370,17.49618320610690,-5.526717557251910,-8.573636145019530,-1.4700398193359400,-3.5913024902343700,3.984732824427480,30.732824427480900,-11.022900763358800,-9.07163009033203,-2.786850732421880,-4.790797521972660,9.229007633587790,36.33587786259540,-11.992366412213700,-7.819462622070310,-3.239354846191410,-4.910507604980470,-19.404580152671800,4.8396946564885500,-4.221374045801530,-9.066841687011720,-0.8882488159179690,-1.9943699829101600,-8.603053435114500,21.0381679389313,-7.3816793893129800,-8.240842114257810,-1.9656395629882800,-4.675875842285160,15.068702290076300,34.786259541984700,-12.19083969465650,-8.190563879394530,-2.308010400390630,-4.314351391601560,-15.473282442748100,8.34351145038168,-4.801526717557250
FALSE,-2.7533319091796900,5.432443566894530,-8.836998327636720,-1.297709923664120,8.259541984732820,-10.450381679389300,-2.6982652709960900,5.729324572753910,-7.762001782226560,3.1374045801526700,35.14503816793890,-7.5038167938931300,-3.7708676147460900,5.844246252441410,-10.254365710449200,-17.52671755725190,-11.870229007633600,-25.893129770992400,-2.8012159423828100,5.9017070922851600,-3.9935283691406200,11.854961832061100,15.213740458015300,-8.442748091603050,-2.1619640991210900,4.991910461425780,-12.847286108398400,2.6564885496183200,78.0,3.83206106870229,-2.8203695556640600,5.307945080566410,-6.490680700683590,0.816793893129771,-28.99236641221370,-4.847328244274810,-2.6695348510742200,5.439626171875,-11.176133349609400,-6.450381679389310,66.93129770992370,-6.419847328244280,-3.0047230834960900,5.190629199218750,-6.5768719604492200,-5.534351145038170,-38.7557251908397,-4.893129770992370,-2.70065947265625,5.518634826660160,-12.694057202148400,-8.961832061068700,70.12213740458020,-8.106870229007630,-2.291250988769530,5.626373901367190,-5.044582897949220,5.9465648854961800,7.267175572519080,-6.8396946564885500,-3.3590649291992200,5.310339282226560,-13.175291735839800,-11.702290076335900,-2.33587786259542,-4.213740458015270,-2.6336218261718700,5.4013189453125,-5.432443566894530,11.16793893129770,17.396946564885500,-5.595419847328250,-3.220201232910160,5.427655163574220,-13.136984509277300,-15.564885496183200,-9.572519083969470,-5.7251908396946600,-2.839523168945310,5.418078356933590,-5.628768103027340,11.572519083969500,-3.7480916030534400,-7.862595419847330
